,pl_name,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_metfe,pl_insol,st_teff,pl_facility,pl_locale,pl_bmassjlim,er,em,ep,ea,ers,ems,mmax,mmin
1216,Kepler-1441 b,0.18,0.011000000000000001,-0.013999999999999999,Berger et al. 2018,,,,Morton et al. 2016,39.43986217,3.5e-05,-3.5e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.53,0.07,-0.07,Berger et al. 2018,1.0,0.064,-0.059,Morton et al. 2016,[Fe/H],0.01,,5802.0,Kepler,Space,,0.06944444444444445,,8.874270363607612e-07,,0.04575163398692811,0.0615,,
1217,Kepler-1442 b,0.35100000000000003,0.037000000000000005,-0.026000000000000002,Morton et al. 2016,,,,Morton et al. 2016,81.41635082,3.8e-06,-3.8e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.68,0.07,-0.07,Berger et al. 2018,1.34,0.054,-0.051,Morton et al. 2016,[Fe/H],0.26,,6394.0,Kepler,Space,,0.08974358974358973,,4.667367134153753e-08,,0.04166666666666667,0.039179104477611935,,
1218,Kepler-1443 b,0.099,0.006999999999999999,-0.008,Berger et al. 2018,,,,Morton et al. 2016,2.41810661,9.8e-06,-9.8e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.62,0.09,-0.09,Berger et al. 2018,1.19,0.046,-0.046,Morton et al. 2016,[Fe/H],0.0,,6289.0,Kepler,Space,,0.07575757575757575,,4.052757624280262e-06,,0.05555555555555555,0.03865546218487395,,
1219,Kepler-1444 b,0.19399999999999998,0.037000000000000005,-0.017,Morton et al. 2016,,,,Morton et al. 2016,33.42025398,2.97e-06,-2.97e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.04,-0.04,Berger et al. 2018,1.03,0.041,-0.035,Morton et al. 2016,[Fe/H],0.06,,5810.0,Kepler,Space,,0.1391752577319588,,8.886826538713217e-08,,0.04040404040404041,0.03689320388349515,,
1220,Kepler-1445 b,0.086,0.018000000000000002,-0.012,Morton et al. 2016,,,,Morton et al. 2016,10.60047702,9.184e-05,-9.184e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.35,0.06,-0.06,Berger et al. 2018,1.13,0.074,-0.062,Morton et al. 2016,[Fe/H],-0.03,,6150.0,Kepler,Space,,0.17441860465116282,,8.663761057801906e-06,,0.04444444444444444,0.06017699115044249,,
1221,Kepler-1446 b,0.073,0.004,-0.002,Morton et al. 2016,,,,Morton et al. 2016,0.68996758,4e-07,-4e-07,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.75,0.01,-0.01,Morton et al. 2016,0.81,0.019,-0.024,Morton et al. 2016,[Fe/H],0.11,,4865.0,Kepler,Space,,0.04109589041095891,,5.797373841826017e-07,,0.013333333333333334,0.026543209876543208,,
1222,Kepler-1447 b,0.259,0.045,-0.021,Morton et al. 2016,,,,Morton et al. 2016,56.67466525,6.66e-06,-6.66e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.05,-0.04,Berger et al. 2018,0.97,0.05,-0.059,Morton et al. 2016,[Fe/H],-0.03,,5722.0,Kepler,Space,,0.1274131274131274,,1.1751282465669261e-07,,0.045454545454545456,0.05618556701030928,,
1223,Kepler-1448 b,0.136,0.012,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,12.27078741,9.48e-06,-9.48e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.89,0.07,-0.06,Berger et al. 2018,0.95,0.058,-0.073,Morton et al. 2016,[Fe/H],-0.16,,5774.0,Kepler,Space,,0.08455882352941176,,7.725665585465473e-07,,0.07303370786516854,0.06894736842105263,,
1224,Kepler-1449 b,0.15,0.033,-0.016,Morton et al. 2016,,,,Morton et al. 2016,13.2274528,0.0001447,-0.0001447,Morton et al. 2016,,,,Morton et al. 2016,1.64,0.14,-0.13,Berger et al. 2018,1.08,0.072,-0.063,Morton et al. 2016,[Fe/H],0.04,,5979.0,Kepler,Space,,0.16333333333333336,,1.0939369974542642e-05,,0.08231707317073171,0.0625,,
1225,Kepler-145 b,0.23600000000000002,0.006999999999999999,-0.006999999999999999,Xie 2014,0.117,0.036,-0.036,Xie 2014,22.95059544,4.91e-06,-4.91e-06,Holczer et al. 2016,,,,Xie 2014,1.85,0.05,-0.05,Xie 2014,1.37,0.042,-0.06,Morton et al. 2016,,,,6022.0,Kepler,Space,0.0,0.029661016949152536,0.30769230769230765,2.139378044825141e-07,,0.02702702702702703,0.03722627737226277,0.153,0.08100000000000002
1226,Kepler-145 c,0.35,0.01,-0.01,Van Eylen & Albrecht 2015,0.25,0.052,-0.052,Xie 2014,42.88233549,3.52e-06,-3.52e-06,Holczer et al. 2016,,,,Xie 2014,1.85,0.05,-0.05,Xie 2014,1.37,0.042,-0.06,Morton et al. 2016,,,,6022.0,Kepler,Space,0.0,0.028571428571428574,0.208,8.208508141588628e-08,,0.02702702702702703,0.03722627737226277,0.302,0.198
1227,Kepler-1450 b,0.153,0.012,-0.01,Morton et al. 2016,,,,Morton et al. 2016,54.5088662,9.91e-06,-9.91e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.68,0.03,-0.04,Morton et al. 2016,0.71,0.032,-0.039,Morton et al. 2016,[Fe/H],-0.02,,4524.0,Kepler,Space,,0.0718954248366013,,1.818052858343988e-07,,0.05147058823529412,0.05000000000000001,,
1228,Kepler-1451 b,0.205,0.023,-0.021,Berger et al. 2018,,,,Morton et al. 2016,35.62219812,6.01e-06,-6.01e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.9,0.07,-0.07,Berger et al. 2018,1.0,0.065,-0.066,Morton et al. 2016,[Fe/H],0.01,,5782.0,Kepler,Space,,0.1073170731707317,,1.6871502369826245e-07,,0.07777777777777778,0.0655,,
1229,Kepler-1452 b,0.242,0.013000000000000001,-0.017,Berger et al. 2018,,,,Morton et al. 2016,42.91411148,4.51e-06,-4.51e-06,Holczer et al. 2016,,,,Morton et al. 2016,2.11,0.1,-0.09,Berger et al. 2018,1.41,0.112,-0.14,Morton et al. 2016,[Fe/H],0.14,,6101.0,Kepler,Space,,0.061983471074380174,,1.0509363574035251e-07,,0.045023696682464455,0.08936170212765958,,
1230,Kepler-1453 b,0.204,0.021,-0.019,Berger et al. 2018,,,,Morton et al. 2016,47.16123646,8.96e-06,-8.96e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.85,0.07,-0.07,Berger et al. 2018,0.97,0.042,-0.048,Morton et al. 2016,[Fe/H],0.01,,5665.0,Kepler,Space,,0.09803921568627452,,1.8998653709173767e-07,,0.0823529411764706,0.04639175257731959,,
1231,Kepler-1454 b,0.14400000000000002,0.011000000000000001,-0.01,Berger et al. 2018,,,,Morton et al. 2016,47.03090296,1.396e-05,-1.396e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.86,0.04,-0.04,Berger et al. 2018,0.9,0.042,-0.048,Morton et al. 2016,[Fe/H],-0.02,,5448.0,Kepler,Space,,0.07291666666666666,,2.968261105229692e-07,,0.046511627906976744,0.049999999999999996,,
1232,Kepler-1455 b,0.17,0.01,-0.008,Berger et al. 2018,,,,Morton et al. 2016,49.2765566,7.22e-06,-7.22e-06,Holczer et al. 2016,0.2149,0.0055,-0.0054,Torres et al. 2017,0.58,0.02,-0.02,Berger et al. 2018,0.62,0.028,-0.042,Morton et al. 2016,[Fe/H],-0.02,,4075.0,Kepler,Space,,0.052941176470588235,,1.4651997822429013e-07,0.025360632852489528,0.03448275862068966,0.05645161290322581,,
1233,Kepler-1456 b,0.102,0.008,-0.013000000000000001,Morton et al. 2016,,,,Morton et al. 2016,18.13757382,0.00014844,-0.00014844,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.6,0.04,-0.04,Berger et al. 2018,0.64,0.049,-0.083,Morton et al. 2016,[Fe/H],-0.09,,4231.0,Kepler,Space,,0.10294117647058824,,8.184115553333693e-06,,0.06666666666666667,0.10312500000000001,,
1234,Kepler-1457 b,0.204,0.012,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,51.11086573,7.28e-06,-7.28e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.26,0.06,-0.05,Berger et al. 2018,1.01,0.068,-0.069,Morton et al. 2016,[Fe/H],-0.05,,5866.0,Kepler,Space,,0.056372549019607844,,1.424354664320807e-07,,0.04365079365079365,0.06782178217821783,,
1235,Kepler-1458 b,0.249,0.011000000000000001,-0.039,Berger et al. 2018,,,,Morton et al. 2016,47.98754125,4.71e-06,-4.71e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.82,0.04,-0.03,Berger et al. 2018,0.96,0.053,-0.053,Morton et al. 2016,[Fe/H],0.02,,5653.0,Kepler,Space,,0.10040160642570281,,9.815047567164112e-08,,0.042682926829268296,0.05520833333333333,,
1236,Kepler-1459 b,0.121,0.009000000000000001,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,62.86862572,1.321e-05,-1.321e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.74,0.02,-0.03,Morton et al. 2016,0.78,0.032,-0.038,Morton et al. 2016,[Fe/H],0.01,,4828.0,Kepler,Space,,0.06611570247933884,,2.101207056574419e-07,,0.033783783783783786,0.04487179487179487,,
1237,Kepler-146 b,0.285,0.013999999999999999,-0.012,Berger et al. 2018,,,,Rowe et al. 2014,31.15879091,1.73e-06,-1.73e-06,Holczer et al. 2016,0.2,,,Rowe et al. 2014,1.03,0.05,-0.04,Berger et al. 2018,1.1,0.05,-0.045,Morton et al. 2016,,,,5948.0,Kepler,Space,,0.0456140350877193,,5.552205170595305e-08,,0.04368932038834951,0.043181818181818175,,
1238,Kepler-146 c,0.24600000000000002,0.011000000000000001,-0.013999999999999999,Berger et al. 2018,,,,Rowe et al. 2014,76.73269674,9.07e-06,-9.07e-06,Holczer et al. 2016,0.364,,,Rowe et al. 2014,1.03,0.05,-0.04,Berger et al. 2018,1.1,0.05,-0.045,Morton et al. 2016,,,,5948.0,Kepler,Space,,0.0508130081300813,,1.1820254448677415e-07,,0.04368932038834951,0.043181818181818175,,
1239,Kepler-1460 b,0.175,0.012,-0.012,Morton et al. 2016,,,,Morton et al. 2016,29.96306597,6.49e-06,-6.49e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.67,0.02,-0.04,Morton et al. 2016,0.7,0.032,-0.047,Morton et al. 2016,[Fe/H],-0.02,,4422.0,Kepler,Space,,0.06857142857142857,,2.1659999702627227e-07,,0.04477611940298507,0.05642857142857143,,
1240,Kepler-1461 b,0.18100000000000002,0.008,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,29.34926797,1.175e-05,-1.175e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.74,0.03,-0.04,Morton et al. 2016,0.79,0.036,-0.046,Morton et al. 2016,[Fe/H],-0.04,,4919.0,Kepler,Space,,0.060773480662983416,,4.003507008082968e-07,,0.0472972972972973,0.05189873417721518,,
1241,Kepler-1462 b,0.207,0.022000000000000002,-0.018000000000000002,Berger et al. 2018,,,,Morton et al. 2016,65.64866461,8.51e-06,-8.51e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.76,0.07,-0.06,Berger et al. 2018,1.0,0.07,-0.066,Morton et al. 2016,[Fe/H],0.06,,5756.0,Kepler,Space,,0.09661835748792273,,1.2962944563389802e-07,,0.08552631578947369,0.068,,
1242,Kepler-1463 b,0.20199999999999999,0.022000000000000002,-0.023,Berger et al. 2018,,,,Morton et al. 2016,25.15731341,0.00013076,-0.00013076,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.2,0.12,-0.1,Berger et al. 2018,0.96,0.052,-0.057,Morton et al. 2016,[Fe/H],0.0,,5679.0,Kepler,Space,,0.11138613861386139,,5.1976933255529216e-06,,0.09166666666666667,0.05677083333333333,,
1243,Kepler-1464 b,0.24100000000000002,0.013000000000000001,-0.013000000000000001,Berger et al. 2018,,,,Morton et al. 2016,31.77865569,1.051e-05,-1.051e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.67,0.08,-0.07,Berger et al. 2018,1.02,0.064,-0.064,Morton et al. 2016,[Fe/H],0.03,,5828.0,Kepler,Space,,0.05394190871369295,,3.3072512892064377e-07,,0.04491017964071857,0.06274509803921569,,
1244,Kepler-1464 c,0.138,0.01,-0.008,Berger et al. 2018,,,,Morton et al. 2016,5.32786292,5.389e-05,-5.389e-05,Morton et al. 2016,,,,Morton et al. 2016,1.67,0.08,-0.07,Berger et al. 2018,1.02,0.064,-0.064,Morton et al. 2016,[Fe/H],0.03,,5828.0,Kepler,Space,,0.06521739130434782,,1.0114749724078862e-05,,0.04491017964071857,0.06274509803921569,,
1245,Kepler-1465 b,0.158,0.031,-0.017,Morton et al. 2016,,,,Morton et al. 2016,31.82763672,4.28e-06,-4.28e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.71,0.03,-0.04,Morton et al. 2016,0.75,0.036,-0.049,Morton et al. 2016,[Fe/H],-0.06,,4726.0,Kepler,Space,,0.1518987341772152,,1.3447432612269678e-07,,0.04929577464788733,0.056666666666666664,,
1246,Kepler-1466 b,0.124,0.008,-0.006999999999999999,Berger et al. 2018,,,,Morton et al. 2016,31.17498523,7.75e-06,-7.75e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.98,0.04,-0.04,Berger et al. 2018,1.01,0.074,-0.069,Morton et al. 2016,[Fe/H],-0.07,,5884.0,Kepler,Space,,0.06048387096774193,,2.4859674969603826e-07,,0.04081632653061225,0.0707920792079208,,
1247,Kepler-1467 b,0.27399999999999997,0.024,-0.021,Berger et al. 2018,,,,Morton et al. 2016,47.05670887,4.42e-06,-4.42e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.8,0.07,-0.06,Berger et al. 2018,0.86,0.055,-0.057,Morton et al. 2016,[Fe/H],-0.07,,5332.0,Kepler,Space,,0.0821167883211679,,9.392922085160691e-08,,0.08125,0.06511627906976744,,
1248,Kepler-1468 b,0.249,0.019,-0.017,Berger et al. 2018,,,,Morton et al. 2016,8.23989847,8.38e-06,-8.38e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.78,0.12,-0.11,Berger et al. 2018,1.04,0.083,-0.075,Morton et al. 2016,[Fe/H],0.03,,5893.0,Kepler,Space,,0.07228915662650603,,1.0170028223660866e-06,,0.0646067415730337,0.07596153846153846,,
1249,Kepler-1468 c,0.172,0.015,-0.012,Berger et al. 2018,,,,Morton et al. 2016,3.54553021,2.273e-05,-2.273e-05,Morton et al. 2016,,,,Morton et al. 2016,1.78,0.12,-0.11,Berger et al. 2018,1.04,0.083,-0.075,Morton et al. 2016,[Fe/H],0.03,,5893.0,Kepler,Space,,0.07848837209302326,,6.41088882443904e-06,,0.0646067415730337,0.07596153846153846,,
1250,Kepler-1469 b,0.22399999999999998,0.022000000000000002,-0.03,Berger et al. 2018,,,,Morton et al. 2016,21.86356295,7.69e-06,-7.69e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.84,0.08,-0.07,Berger et al. 2018,0.92,0.052,-0.053,Morton et al. 2016,[Fe/H],0.02,,5507.0,Kepler,Space,,0.11607142857142859,,3.5172675275234584e-07,,0.0892857142857143,0.057065217391304345,,
